t,xc,yc,psi,u,v,r
-10.0002,-5.60447,-0.0152442,-0.0925558,-0.00950639,3.58267e-019,
21.9047,-24.2009,-5.54494,-1.12801,1.00084,-0.0037716,
-10.0012,-5.60455,-0.0152442,-0.0925555,-0.00950652,3.45472e-019,
21.8896,-24.2011,-5.54497,-1.12797,1.00053,-0.0036369,
-10.0021,-5.60463,-0.0152442,-0.0925552,-0.00950665,3.33134e-019,
21.8745,-24.2013,-5.54501,-1.12793,1.00023,-0.00350701,
-10.003,-5.60471,-0.0152442,-0.0925549,-0.00950678,3.21236e-019,
21.8594,-24.2015,-5.54505,-1.12788,0.999922,-0.00338176,
-10.0039,-5.60479,-0.0152442,-0.0925546,-0.00950691,3.09764e-019,
21.8444,-24.2017,-5.54508,-1.12784,0.99962,-0.00326098,
-10.0049,-5.60487,-0.0152442,-0.0925543,-0.00950704,2.98701e-019,
21.8293,-24.2019,-5.54511,-1.12779,0.999319,-0.00314452,
-10.0058,-5.60495,-0.0152442,-0.092554,-0.00950717,2.88033e-019,
21.8142,-24.2021,-5.54514,-1.12774,0.99902,-0.00303221,
-10.0067,-5.60503,-0.0152442,-0.0925537,-0.0095073,2.77746e-019,
21.7992,-24.2023,-5.54517,-1.12769,0.998722,-0.00292392,
-10.0077,-5.60511,-0.0152442,-0.0925534,-0.00950743,2.67826e-019,
21.7841,-24.2025,-5.5452,-1.12764,0.998425,-0.00281949,
-10.0086,-5.60519,-0.0152442,-0.0925531,-0.00950756,2.58261e-019,
21.7691,-24.2027,-5.54523,-1.12759,0.99813,-0.0027188,
-10.0095,-5.60528,-0.0152442,-0.0925528,-0.00950769,2.49037e-019,
21.754,-24.2029,-5.54526,-1.12754,0.997836,-0.0026217,
-10.0104,-5.60536,-0.0152442,-0.0925525,-0.00950782,2.40143e-019,
21.7389,-24.2031,-5.54528,-1.12749,0.997543,-0.00252807,
-10.0114,-5.60544,-0.0152442,-0.0925522,-0.00950795,2.31567e-019,
21.7239,-24.2033,-5.54531,-1.12744,0.997251,-0.00243778,
-10.0123,-5.60552,-0.0152442,-0.0925519,-0.00950807,2.23297e-019,
21.7088,-24.2035,-5.54533,-1.12738,0.996961,-0.00235072,
-10.0132,-5.6056,-0.0152442,-0.0925516,-0.0095082,2.15322e-019,
21.6938,-24.2037,-5.54536,-1.12732,0.996671,-0.00226676,
-10.0141,-5.60568,-0.0152442,-0.0925513,-0.00950833,2.07632e-019,
21.6787,-24.2039,-5.54538,-1.12727,0.996383,-0.00218581,
-10.0151,-5.60576,-0.0152442,-0.092551,-0.00950846,2.00216e-019,
21.6637,-24.2041,-5.5454,-1.12721,0.996095,-0.00210774,
-10.016,-5.60584,-0.0152442,-0.0925507,-0.00950859,1.93066e-019,
21.6487,-24.2043,-5.54542,-1.12715,0.995809,-0.00203246,
-10.0169,-5.60592,-0.0152442,-0.0925504,-0.00950872,1.8617e-019,
21.6336,-24.2045,-5.54544,-1.12709,0.995524,-0.00195988,
-10.0179,-5.606,-0.0152442,-0.0925501,-0.00950885,1.79521e-019,
21.6186,-24.2048,-5.54546,-1.12703,0.995239,-0.00188988,
-10.0188,-5.60609,-0.0152442,-0.0925498,-0.00950898,1.7311e-019,
21.6035,-24.205,-5.54548,-1.12697,0.994955,-0.00182238,
-10.0197,-5.60617,-0.0152442,-0.0925495,-0.00950911,1.66927e-019,
21.5885,-24.2052,-5.5455,-1.12691,0.994673,-0.0017573,
-10.0206,-5.60625,-0.0152442,-0.0925492,-0.00950924,1.60966e-019,
21.5735,-24.2054,-5.54552,-1.12685,0.994391,-0.00169454,
-10.0216,-5.60633,-0.0152442,-0.0925489,-0.00950937,1.55217e-019,
21.5585,-24.2056,-5.54553,-1.12679,0.99411,-0.00163402,
-10.0225,-5.60641,-0.0152442,-0.0925486,-0.0095095,1.49674e-019,
21.5434,-24.2059,-5.54555,-1.12673,0.993829,-0.00157566,
-10.0234,-5.60649,-0.0152442,-0.0925483,-0.00950963,1.44328e-019,
21.5284,-24.2061,-5.54557,-1.12666,0.99355,-0.00151939,
-10.0243,-5.60657,-0.0152442,-0.092548,-0.00950976,1.39173e-019,
21.5134,-24.2063,-5.54558,-1.1266,0.993271,-0.00146512,
-10.0253,-5.60665,-0.0152442,-0.0925477,-0.00950989,1.34203e-019,
21.4984,-24.2065,-5.5456,-1.12654,0.992993,-0.0014128,
-10.0262,-5.60673,-0.0152442,-0.0925474,-0.00951001,1.2941e-019,
21.4834,-24.2068,-5.54561,-1.12647,0.992715,-0.00136234,
-10.0271,-5.60681,-0.0152442,-0.0925471,-0.00951014,1.24788e-019,
21.4683,-24.207,-5.54562,-1.12641,0.992439,-0.00131369,
-10.028,-5.6069,-0.0152442,-0.0925468,-0.00951027,1.20332e-019,
21.4533,-24.2072,-5.54564,-1.12634,0.992163,-0.00126677,
-10.029,-5.60698,-0.0152442,-0.0925465,-0.0095104,1.16034e-019,
21.4383,-24.2074,-5.54565,-1.12628,0.991887,-0.00122153,
-10.0299,-5.60706,-0.0152442,-0.0925462,-0.00951053,1.1189e-019,
21.4233,-24.2077,-5.54566,-1.12621,0.991612,-0.0011779,
-10.0308,-5.60714,-0.0152442,-0.0925459,-0.00951066,1.07894e-019,
21.4083,-24.2079,-5.54567,-1.12614,0.991338,-0.00113583,
-10.0318,-5.60722,-0.0152442,-0.0925456,-0.00951079,1.0404e-019,
21.3933,-24.2081,-5.54569,-1.12607,0.991065,-0.00109527,
-10.0327,-5.6073,-0.0152442,-0.0925453,-0.00951092,1.00325e-019,
21.3783,-24.2084,-5.5457,-1.12601,0.990792,-0.00105615,
-10.0336,-5.60738,-0.0152442,-0.092545,-0.00951105,9.67417e-020,
21.3633,-24.2086,-5.54571,-1.12594,0.990519,-0.00101843,
-10.0345,-5.60746,-0.0152442,-0.0925447,-0.00951118,9.32867e-020,
21.3483,-24.2089,-5.54572,-1.12587,0.990247,-0.000982059,
-10.0355,-5.60754,-0.0152442,-0.0925444,-0.00951131,8.9955e-020,
21.3333,-24.2091,-5.54573,-1.1258,0.989976,-0.000946985,
-10.0364,-5.60762,-0.0152442,-0.0925441,-0.00951144,8.67423e-020,
21.3183,-24.2093,-5.54574,-1.12573,0.989705,-0.000913165,
-10.0373,-5.60771,-0.0152442,-0.0925438,-0.00951157,8.36444e-020,
21.3034,-24.2096,-5.54575,-1.12566,0.989434,-0.000880552,
-10.0382,-5.60779,-0.0152442,-0.0925435,-0.0095117,8.06571e-020,
21.2884,-24.2098,-5.54575,-1.12559,0.989164,-0.000849103,
-10.0392,-5.60787,-0.0152442,-0.0925432,-0.00951182,7.77765e-020,
21.2734,-24.2101,-5.54576,-1.12552,0.988895,-0.000818778,
-10.0401,-5.60795,-0.0152442,-0.0925429,-0.00951195,7.49987e-020,
21.2584,-24.2103,-5.54577,-1.12545,0.988625,-0.000789536,
-10.041,-5.60803,-0.0152442,-0.0925426,-0.00951208,7.23202e-020,
21.2434,-24.2106,-5.54578,-1.12538,0.988357,-0.000761338,
-10.0419,-5.60811,-0.0152442,-0.0925423,-0.00951221,6.97373e-020,
21.2285,-24.2108,-5.54579,-1.12531,0.988088,-0.000734148,
-10.0429,-5.60819,-0.0152442,-0.092542,-0.00951234,6.72467e-020,
21.2135,-24.2111,-5.54579,-1.12524,0.987821,-0.000707928,
-10.0438,-5.60827,-0.0152442,-0.0925417,-0.00951247,6.48451e-020,
21.1985,-24.2113,-5.5458,-1.12517,0.987553,-0.000682645,
-10.0447,-5.60835,-0.0152442,-0.0925414,-0.0095126,6.25292e-020,
21.1835,-24.2116,-5.54581,-1.1251,0.987286,-0.000658265,
-10.0457,-5.60843,-0.0152442,-0.0925411,-0.00951273,6.0296e-020,
21.1686,-24.2118,-5.54581,-1.12502,0.987019,-0.000634755,
-10.0466,-5.60852,-0.0152442,-0.0925408,-0.00951286,5.81425e-020,
21.1536,-24.2121,-5.54582,-1.12495,0.986753,-0.000612086,
-10.0475,-5.6086,-0.0152442,-0.0925405,-0.00951299,5.6066e-020,
21.1386,-24.2124,-5.54583,-1.12488,0.986487,-0.000590225,
-10.0484,-5.60868,-0.0152442,-0.0925402,-0.00951312,5.40637e-020,
21.1237,-24.2126,-5.54583,-1.12481,0.986222,-0.000569146,
-10.0494,-5.60876,-0.0152442,-0.0925399,-0.00951325,5.21328e-020,
21.1087,-24.2129,-5.54584,-1.12473,0.985956,-0.000548819,
-10.0503,-5.60884,-0.0152442,-0.0925396,-0.00951338,5.02709e-020,
21.0938,-24.2131,-5.54584,-1.12466,0.985691,-0.000529219,
-10.0512,-5.60892,-0.0152442,-0.0925393,-0.0095135,4.84755e-020,
21.0788,-24.2134,-5.54585,-1.12459,0.985427,-0.000510318,
-10.0521,-5.609,-0.0152442,-0.092539,-0.00951363,4.67443e-020,
21.0639,-24.2137,-5.54585,-1.12451,0.985163,-0.000492092,
-10.0531,-5.60908,-0.0152442,-0.0925387,-0.00951376,4.50748e-020,
21.0489,-24.2139,-5.54586,-1.12444,0.984899,-0.000474518,
-10.054,-5.60916,-0.0152442,-0.0925384,-0.00951389,4.3465e-020,
21.034,-24.2142,-5.54586,-1.12437,0.984635,-0.00045757,
-10.0549,-5.60924,-0.0152442,-0.0925381,-0.00951402,4.19127e-020,
21.019,-24.2145,-5.54587,-1.12429,0.984371,-0.000441229,
-10.0559,-5.60933,-0.0152442,-0.0925378,-0.00951415,4.04158e-020,
21.0041,-24.2148,-5.54587,-1.12422,0.984108,-0.00042547,
-10.0568,-5.60941,-0.0152442,-0.0925375,-0.00951428,3.89724e-020,
20.9892,-24.215,-5.54588,-1.12415,0.983846,-0.000410275,
-10.0577,-5.60949,-0.0152442,-0.0925372,-0.00951441,3.75805e-020,
20.9742,-24.2153,-5.54588,-1.12407,0.983583,-0.000395622,
-10.0586,-5.60957,-0.0152442,-0.0925369,-0.00951454,3.62384e-020,
20.9593,-24.2156,-5.54589,-1.124,0.983321,-0.000381493,
-10.0596,-5.60965,-0.0152442,-0.0925366,-0.00951467,3.49441e-020,
20.9444,-24.2159,-5.54589,-1.12392,0.983059,-0.000367868,
-10.0605,-5.60973,-0.0152442,-0.0925363,-0.0095148,3.36961e-020,
20.9294,-24.2161,-5.54589,-1.12385,0.982797,-0.00035473,
-10.0614,-5.60981,-0.0152442,-0.092536,-0.00951493,3.24927e-020,
20.9145,-24.2164,-5.5459,-1.12377,0.982535,-0.000342061,
-10.0623,-5.60989,-0.0152442,-0.0925357,-0.00951506,3.13322e-020,
20.8996,-24.2167,-5.5459,-1.1237,0.982274,-0.000329845,
-10.0633,-5.60997,-0.0152442,-0.0925354,-0.00951518,3.02132e-020,
20.8847,-24.217,-5.5459,-1.12363,0.982013,-0.000318065,
-10.0642,-5.61005,-0.0152442,-0.0925351,-0.00951531,2.91342e-020,
20.8697,-24.2173,-5.54591,-1.12355,0.981752,-0.000306705,
-10.0651,-5.61014,-0.0152442,-0.0925348,-0.00951544,2.80937e-020,
20.8548,-24.2175,-5.54591,-1.12348,0.981492,-0.000295751,
-10.066,-5.61022,-0.0152442,-0.0925345,-0.00951557,2.70903e-020,
20.8399,-24.2178,-5.54591,-1.1234,0.981231,-0.000285189,
-10.067,-5.6103,-0.0152442,-0.0925342,-0.0095157,2.61228e-020,
20.825,-24.2181,-5.54592,-1.12333,0.980971,-0.000275004,
-10.0679,-5.61038,-0.0152442,-0.0925339,-0.00951583,2.51899e-020,
20.8101,-24.2184,-5.54592,-1.12325,0.980711,-0.000265182,
-10.0688,-5.61046,-0.0152442,-0.0925336,-0.00951596,2.42902e-020,
20.7952,-24.2187,-5.54592,-1.12317,0.980452,-0.000255711,
-10.0698,-5.61054,-0.0152442,-0.0925333,-0.00951609,2.34227e-020,
20.7803,-24.219,-5.54592,-1.1231,0.980192,-0.000246579,
-10.0707,-5.61062,-0.0152442,-0.092533,-0.00951622,2.25862e-020,
20.7654,-24.2193,-5.54593,-1.12302,0.979933,-0.000237772,
-10.0716,-5.6107,-0.0152442,-0.0925327,-0.00951635,2.17795e-020,
20.7505,-24.2196,-5.54593,-1.12295,0.979674,-0.00022928,
-10.0725,-5.61078,-0.0152442,-0.0925324,-0.00951648,2.10017e-020,
20.7356,-24.2199,-5.54593,-1.12287,0.979415,-0.000221092,
-10.0735,-5.61086,-0.0152442,-0.0925321,-0.00951661,2.02516e-020,
20.7207,-24.2202,-5.54593,-1.1228,0.979156,-0.000213196,
-10.0744,-5.61095,-0.0152442,-0.0925318,-0.00951674,1.95284e-020,
20.7058,-24.2205,-5.54593,-1.12272,0.978898,-0.000205582,
-10.0753,-5.61103,-0.0152442,-0.0925315,-0.00951686,1.88309e-020,
20.6909,-24.2208,-5.54594,-1.12265,0.97864,-0.000198239,
-10.0762,-5.61111,-0.0152442,-0.0925312,-0.00951699,1.81584e-020,
20.676,-24.2211,-5.54594,-1.12257,0.978381,-0.000191159,
-10.0772,-5.61119,-0.0152442,-0.0925309,-0.00951712,1.75099e-020,
20.6611,-24.2214,-5.54594,-1.12249,0.978123,-0.000184332,
-10.0781,-5.61127,-0.0152442,-0.0925306,-0.00951725,1.68845e-020,
20.6462,-24.2217,-5.54594,-1.12242,0.977866,-0.000177749,
-10.079,-5.61135,-0.0152442,-0.0925303,-0.00951738,1.62815e-020,
20.6313,-24.222,-5.54594,-1.12234,0.977608,-0.000171401,
-10.0799,-5.61143,-0.0152442,-0.0925301,-0.00951751,1.57e-020,
20.6164,-24.2223,-5.54595,-1.12227,0.977351,-0.000165279,
-10.0809,-5.61151,-0.0152442,-0.0925298,-0.00951764,1.51393e-020,
20.6016,-24.2226,-5.54595,-1.12219,0.977093,-0.000159376,
-10.0818,-5.61159,-0.0152442,-0.0925295,-0.00951777,1.45986e-020,
20.5867,-24.2229,-5.54595,-1.12211,0.976836,-0.000153684,
-10.0827,-5.61168,-0.0152442,-0.0925292,-0.0095179,1.40772e-020,
20.5718,-24.2232,-5.54595,-1.12204,0.976579,-0.000148196,
-10.0837,-5.61176,-0.0152442,-0.0925289,-0.00951803,1.35745e-020,
20.5569,-24.2235,-5.54595,-1.12196,0.976323,-0.000142903,
-10.0846,-5.61184,-0.0152442,-0.0925286,-0.00951816,1.30897e-020,
20.5421,-24.2239,-5.54595,-1.12188,0.976066,-0.000137799,
-10.0855,-5.61192,-0.0152442,-0.0925283,-0.00951829,1.26222e-020,
20.5272,-24.2242,-5.54596,-1.12181,0.97581,-0.000132878,
-10.0864,-5.612,-0.0152442,-0.092528,-0.00951841,1.21714e-020,
20.5123,-24.2245,-5.54596,-1.12173,0.975553,-0.000128132,
-10.0874,-5.61208,-0.0152442,-0.0925277,-0.00951854,1.17367e-020,
20.4975,-24.2248,-5.54596,-1.12166,0.975297,-0.000123556,
-10.0883,-5.61216,-0.0152442,-0.0925274,-0.00951867,1.13175e-020,
20.4826,-24.2251,-5.54596,-1.12158,0.975041,-0.000119143,
-10.0892,-5.61224,-0.0152442,-0.0925271,-0.0095188,1.09133e-020,
20.4678,-24.2255,-5.54596,-1.1215,0.974785,-0.000114888,
-10.0901,-5.61232,-0.0152442,-0.0925268,-0.00951893,1.05236e-020,
20.4529,-24.2258,-5.54596,-1.12143,0.97453,-0.000110785,
-10.0911,-5.61241,-0.0152442,-0.0925265,-0.00951906,1.01477e-020,
20.4381,-24.2261,-5.54596,-1.12135,0.974274,-0.000106829,
-10.092,-5.61249,-0.0152442,-0.0925262,-0.00951919,9.78532e-021,
20.4232,-24.2264,-5.54596,-1.12127,0.974019,-0.000103013,
-10.0929,-5.61257,-0.0152442,-0.0925259,-0.00951932,9.43584e-021,
20.4084,-24.2267,-5.54596,-1.1212,0.973763,-9.93342e-005,
-10.0938,-5.61265,-0.0152442,-0.0925256,-0.00951945,9.09885e-021,
20.3935,-24.2271,-5.54597,-1.12112,0.973508,-9.57865e-005,
-10.0948,-5.61273,-0.0152442,-0.0925253,-0.00951958,8.77389e-021,
20.3787,-24.2274,-5.54597,-1.12104,0.973253,-9.23656e-005,
-10.0957,-5.61281,-0.0152442,-0.092525,-0.00951971,8.46054e-021,
20.3638,-24.2277,-5.54597,-1.12097,0.972998,-8.90668e-005,
-10.0966,-5.61289,-0.0152442,-0.0925247,-0.00951983,8.15837e-021,
20.349,-24.2281,-5.54597,-1.12089,0.972744,-8.58859e-005,
-10.0975,-5.61297,-0.0152442,-0.0925244,-0.00951996,7.867e-021,
20.3341,-24.2284,-5.54597,-1.12082,0.972489,-8.28185e-005,
-10.0985,-5.61305,-0.0152442,-0.0925241,-0.00952009,7.58604e-021,
20.3193,-24.2287,-5.54597,-1.12074,0.972235,-7.98607e-005,
-10.0994,-5.61313,-0.0152442,-0.0925238,-0.00952022,7.31511e-021,
20.3045,-24.2291,-5.54597,-1.12066,0.97198,-7.70085e-005,
-10.1003,-5.61322,-0.0152442,-0.0925235,-0.00952035,7.05386e-021,
20.2896,-24.2294,-5.54597,-1.12059,0.971726,-7.42582e-005,
-10.1013,-5.6133,-0.0152442,-0.0925232,-0.00952048,6.80193e-021,
20.2748,-24.2297,-5.54597,-1.12051,0.971472,-7.16062e-005,
-10.1022,-5.61338,-0.0152442,-0.0925229,-0.00952061,6.55901e-021,
20.26,-24.2301,-5.54597,-1.12043,0.971218,-6.90488e-005,
-10.1031,-5.61346,-0.0152442,-0.0925226,-0.00952074,6.32476e-021,
20.2452,-24.2304,-5.54597,-1.12036,0.970964,-6.65828e-005,
-10.104,-5.61354,-0.0152442,-0.0925223,-0.00952087,6.09887e-021,
20.2303,-24.2308,-5.54597,-1.12028,0.970711,-6.42048e-005,
-10.105,-5.61362,-0.0152442,-0.092522,-0.009521,5.88105e-021,
20.2155,-24.2311,-5.54598,-1.1202,0.970457,-6.19118e-005,
-10.1059,-5.6137,-0.0152442,-0.0925217,-0.00952113,5.67102e-021,
20.2007,-24.2315,-5.54598,-1.12013,0.970204,-5.97006e-005,
-10.1068,-5.61378,-0.0152442,-0.0925214,-0.00952126,5.46848e-021,
20.1859,-24.2318,-5.54598,-1.12005,0.969951,-5.75685e-005,
-10.1077,-5.61386,-0.0152442,-0.0925211,-0.00952138,5.27318e-021,
20.1711,-24.2322,-5.54598,-1.11997,0.969697,-5.55125e-005,
-10.1087,-5.61395,-0.0152442,-0.0925208,-0.00952151,5.08485e-021,
20.1563,-24.2325,-5.54598,-1.1199,0.969444,-5.35299e-005,
-10.1096,-5.61403,-0.0152442,-0.0925205,-0.00952164,4.90325e-021,
20.1415,-24.2329,-5.54598,-1.11982,0.969191,-5.16181e-005,
-10.1105,-5.61411,-0.0152442,-0.0925202,-0.00952177,4.72813e-021,
20.1267,-24.2332,-5.54598,-1.11974,0.968939,-4.97746e-005,
-10.1114,-5.61419,-0.0152442,-0.0925199,-0.0095219,4.55927e-021,
20.1119,-24.2336,-5.54598,-1.11967,0.968686,-4.79969e-005,
-10.1124,-5.61427,-0.0152442,-0.0925196,-0.00952203,4.39644e-021,
20.0971,-24.2339,-5.54598,-1.11959,0.968433,-4.62827e-005,
-10.1133,-5.61435,-0.0152442,-0.0925193,-0.00952216,4.23942e-021,
20.0823,-24.2343,-5.54598,-1.11951,0.968181,-4.46298e-005,
-10.1142,-5.61443,-0.0152442,-0.092519,-0.00952229,4.08802e-021,
20.0675,-24.2346,-5.54598,-1.11944,0.967929,-4.30359e-005,
-10.1152,-5.61451,-0.0152442,-0.0925187,-0.00952242,3.94201e-021,
20.0527,-24.235,-5.54598,-1.11936,0.967676,-4.14989e-005,
-10.1161,-5.61459,-0.0152442,-0.0925184,-0.00952255,3.80123e-021,
20.0379,-24.2354,-5.54598,-1.11928,0.967424,-4.00168e-005,
-10.117,-5.61468,-0.0152442,-0.0925181,-0.00952267,3.66547e-021,
20.0231,-24.2357,-5.54598,-1.11921,0.967172,-3.85876e-005,
-10.1179,-5.61476,-0.0152442,-0.0925178,-0.0095228,3.53456e-021,
20.0083,-24.2361,-5.54598,-1.11913,0.96692,-3.72095e-005,
-10.1189,-5.61484,-0.0152442,-0.0925175,-0.00952293,3.40833e-021,
19.9935,-24.2364,-5.54598,-1.11905,0.966669,-3.58806e-005,
-10.1198,-5.61492,-0.0152442,-0.0925172,-0.00952306,3.2866e-021,
19.9787,-24.2368,-5.54598,-1.11898,0.966417,-3.45991e-005,
-10.1207,-5.615,-0.0152442,-0.0925169,-0.00952319,3.16922e-021,
19.9639,-24.2372,-5.54598,-1.1189,0.966165,-3.33634e-005,
-10.1216,-5.61508,-0.0152442,-0.0925166,-0.00952332,3.05604e-021,
19.9492,-24.2375,-5.54598,-1.11882,0.965914,-3.21719e-005,
-10.1226,-5.61516,-0.0152442,-0.0925163,-0.00952345,2.94689e-021,
19.9344,-24.2379,-5.54598,-1.11875,0.965663,-3.10229e-005,
-10.1235,-5.61524,-0.0152442,-0.092516,-0.00952358,2.84165e-021,
19.9196,-24.2383,-5.54598,-1.11867,0.965411,-2.99149e-005,
-10.1244,-5.61532,-0.0152442,-0.0925157,-0.00952371,2.74016e-021,
19.9048,-24.2387,-5.54598,-1.1186,0.96516,-2.88465e-005,
-10.1253,-5.61541,-0.0152442,-0.0925154,-0.00952384,2.6423e-021,
19.8901,-24.239,-5.54598,-1.11852,0.964909,-2.78163e-005,
-10.1263,-5.61549,-0.0152442,-0.0925151,-0.00952397,2.54793e-021,
19.8753,-24.2394,-5.54598,-1.11844,0.964658,-2.68229e-005,
-10.1272,-5.61557,-0.0152442,-0.0925148,-0.00952409,2.45693e-021,
19.8605,-24.2398,-5.54599,-1.11837,0.964408,-2.58649e-005,
-10.1281,-5.61565,-0.0152442,-0.0925145,-0.00952422,2.36918e-021,
19.8458,-24.2402,-5.54599,-1.11829,0.964157,-2.49412e-005,
-10.1291,-5.61573,-0.0152442,-0.0925142,-0.00952435,2.28457e-021,
19.831,-24.2405,-5.54599,-1.11821,0.963906,-2.40504e-005,
-10.13,-5.61581,-0.0152442,-0.0925139,-0.00952448,2.20298e-021,
19.8163,-24.2409,-5.54599,-1.11814,0.963656,-2.31915e-005,
-10.1309,-5.61589,-0.0152442,-0.0925136,-0.00952461,2.1243e-021,
19.8015,-24.2413,-5.54599,-1.11806,0.963406,-2.23632e-005,
-10.1318,-5.61597,-0.0152442,-0.0925133,-0.00952474,2.04843e-021,
19.7868,-24.2417,-5.54599,-1.11798,0.963155,-2.15645e-005,
-10.1328,-5.61605,-0.0152442,-0.092513,-0.00952487,1.97527e-021,
19.772,-24.2421,-5.54599,-1.11791,0.962905,-2.07943e-005,
-10.1337,-5.61614,-0.0152442,-0.0925127,-0.009525,1.90473e-021,
19.7572,-24.2425,-5.54599,-1.11783,0.962655,-2.00517e-005,
-10.1346,-5.61622,-0.0152442,-0.0925124,-0.00952513,1.8367e-021,
19.7425,-24.2428,-5.54599,-1.11775,0.962405,-1.93356e-005,
-10.1355,-5.6163,-0.0152442,-0.0925121,-0.00952526,1.77111e-021,
19.7278,-24.2432,-5.54599,-1.11768,0.962156,-1.8645e-005,
-10.1365,-5.61638,-0.0152442,-0.0925118,-0.00952538,1.70785e-021,
19.713,-24.2436,-5.54599,-1.1176,0.961906,-1.79791e-005,
-10.1374,-5.61646,-0.0152442,-0.0925115,-0.00952551,1.64686e-021,
19.6983,-24.244,-5.54599,-1.11752,0.961656,-1.7337e-005,
-10.1383,-5.61654,-0.0152442,-0.0925112,-0.00952564,1.58804e-021,
19.6835,-24.2444,-5.54599,-1.11745,0.961407,-1.67178e-005,
-10.1392,-5.61662,-0.0152442,-0.0925109,-0.00952577,1.53132e-021,
19.6688,-24.2448,-5.54599,-1.11737,0.961157,-1.61208e-005,
-10.1402,-5.6167,-0.0152442,-0.0925106,-0.0095259,1.47663e-021,
19.6541,-24.2452,-5.54599,-1.1173,0.960908,-1.5545e-005,
-10.1411,-5.61679,-0.0152442,-0.0925103,-0.00952603,1.4239e-021,
19.6393,-24.2456,-5.54599,-1.11722,0.960659,-1.49898e-005,
-10.142,-5.61687,-0.0152442,-0.09251,-0.00952616,1.37304e-021,
19.6246,-24.246,-5.54599,-1.11714,0.96041,-1.44545e-005,
-10.1429,-5.61695,-0.0152442,-0.0925097,-0.00952629,1.32401e-021,
19.6099,-24.2464,-5.54599,-1.11707,0.960161,-1.39383e-005,
-10.1439,-5.61703,-0.0152442,-0.0925094,-0.00952642,1.27672e-021,
19.5952,-24.2468,-5.54599,-1.11699,0.959912,-1.34405e-005,
-10.1448,-5.61711,-0.0152442,-0.0925091,-0.00952655,1.23112e-021,
19.5804,-24.2472,-5.54599,-1.11691,0.959663,-1.29604e-005,
-10.1457,-5.61719,-0.0152442,-0.0925088,-0.00952667,1.18716e-021,
19.5657,-24.2476,-5.54599,-1.11684,0.959414,-1.24976e-005,
-10.1467,-5.61727,-0.0152442,-0.0925085,-0.0095268,1.14476e-021,
19.551,-24.248,-5.54599,-1.11676,0.959166,-1.20512e-005,
-10.1476,-5.61735,-0.0152442,-0.0925082,-0.00952693,1.10387e-021,
19.5363,-24.2484,-5.54599,-1.11669,0.958917,-1.16208e-005,
-10.1485,-5.61743,-0.0152442,-0.0925079,-0.00952706,1.06445e-021,
19.5216,-24.2488,-5.54599,-1.11661,0.958669,-1.12058e-005,
-10.1494,-5.61752,-0.0152442,-0.0925076,-0.00952719,1.02643e-021,
19.5069,-24.2492,-5.54599,-1.11653,0.958421,-1.08056e-005,
-10.1504,-5.6176,-0.0152442,-0.0925073,-0.00952732,9.89774e-022,
19.4921,-24.2496,-5.54599,-1.11646,0.958172,-1.04197e-005,
-10.1513,-5.61768,-0.0152442,-0.092507,-0.00952745,9.54425e-022,
19.4774,-24.25,-5.54599,-1.11638,0.957924,-1.00475e-005,
-10.1522,-5.61776,-0.0152442,-0.0925067,-0.00952758,9.20338e-022,
19.4627,-24.2505,-5.54599,-1.1163,0.957676,-9.6887e-006,
-10.1531,-5.61784,-0.0152442,-0.0925064,-0.00952771,8.87469e-022,
19.448,-24.2509,-5.54599,-1.11623,0.957428,-9.34268e-006,
-10.1541,-5.61792,-0.0152442,-0.0925061,-0.00952784,8.55774e-022,
19.4333,-24.2513,-5.54599,-1.11615,0.957181,-9.00901e-006,
-10.155,-5.618,-0.0152442,-0.0925058,-0.00952796,8.25211e-022,
19.4186,-24.2517,-5.54599,-1.11608,0.956933,-8.68726e-006,
-10.1559,-5.61808,-0.0152442,-0.0925055,-0.00952809,7.95739e-022,
19.4039,-24.2521,-5.54599,-1.116,0.956685,-8.377e-006,
-10.1568,-5.61816,-0.0152442,-0.0925052,-0.00952822,7.6732e-022,
19.3892,-24.2525,-5.54599,-1.11592,0.956438,-8.07782e-006,
-10.1578,-5.61825,-0.0152442,-0.0925049,-0.00952835,7.39915e-022,
19.3746,-24.253,-5.54599,-1.11585,0.95619,-7.78933e-006,
-10.1587,-5.61833,-0.0152442,-0.0925046,-0.00952848,7.1349e-022,
19.3599,-24.2534,-5.54599,-1.11577,0.955943,-7.51114e-006,
-10.1596,-5.61841,-0.0152442,-0.0925043,-0.00952861,6.88008e-022,
19.3452,-24.2538,-5.54599,-1.1157,0.955696,-7.24288e-006,
-10.1606,-5.61849,-0.0152442,-0.092504,-0.00952874,6.63436e-022,
19.3305,-24.2542,-5.54599,-1.11562,0.955449,-6.98421e-006,
-10.1615,-5.61857,-0.0152442,-0.0925037,-0.00952887,6.39742e-022,
19.3158,-24.2546,-5.54599,-1.11554,0.955202,-6.73477e-006,
-10.1624,-5.61865,-0.0152442,-0.0925034,-0.009529,6.16894e-022,
19.3011,-24.2551,-5.54599,-1.11547,0.954955,-6.49425e-006,
-10.1633,-5.61873,-0.0152442,-0.0925031,-0.00952913,5.94862e-022,
19.2865,-24.2555,-5.54599,-1.11539,0.954708,-6.26231e-006,
-10.1643,-5.61881,-0.0152442,-0.0925028,-0.00952925,5.73617e-022,
19.2718,-24.2559,-5.54599,-1.11532,0.954461,-6.03865e-006,
